id,price,brand,model,year,title_status,mileage,color,vin,lot,state,country,condition
501,28000,mercedes-benz,gle,2018,clean vehicle,40780.0,white,  4jgda5jbxjb046383,167153817,california, usa,1 days left
502,84900,mercedes-benz,sl-class,2017,clean vehicle,25302.0,silver,  wddjk7ea3hf044968,167607883,florida, usa,2 days left
503,10840,lexus,mpv,2017,clean vehicle,36596.0,black,  2t2bzmca4hc087456,167692655,california, usa,20 hours left
504,100,peterbilt,truck,2012,salvage insurance,0.0,blue,  1xp4d49x1cd144875,167529787,florida, usa,17 hours left
505,11050,ram,door,2017,clean vehicle,30421.0,white,  1c6rr7pt3hs659994,167668548,new jersey, usa,17 hours left 
507,1000,chevrolet,door,2005,clean vehicle,135675.0,gray,  1gnet16s156132062,167781219,wisconsin, usa,21 hours left
508,3570,dodge,door,2015,clean vehicle,17355.0,black,  3c4pdcab2ft637813,167660417,georgia, usa,2 days left
509,25001,ford,door,2017,clean vehicle,27773.0,gray,  1ftfw1ef5hfb70262,167765268,michigan, usa,2 days left 
511,5630,gmc,mpv,2017,clean vehicle,58366.0,black,  2gkfltek2h6317685,167702915,virginia, usa,2 days left
512,11100,jeep,mpv,2019,clean vehicle,11229.0,white,  1c4hjxegxkw589301,167256954,michigan, usa,2 days left
513,4650,hyundai,mpv,2019,clean vehicle,27492.0,white,  km8j23a44ku882752,167697953,ohio, usa,2 days left 
519,5100,chevrolet,pickup,2004,clean vehicle,173321.0,gray,  1gchk23204f232462,167781222,wisconsin, usa,21 hours left
520,4700,dodge,door,2015,clean vehicle,93423.0,red,  3c4pdcgb7ft597655,167660427,georgia, usa,2 days left
521,29502,ford,f-150,2017,clean vehicle,14053.0,red,  1ftfw1eg1hke28907,167765275,michigan, usa,2 days left 
523,6160,honda,door,2017,clean vehicle,25956.0,white,  1hgct1b89ha002933,167702919,virginia, usa,2 days left
524,10910,jeep,mpv,2019,clean vehicle,12253.0,red,  1c4hjxeg8kw651309,167256956,michigan, usa,2 days left
525,3440,hyundai,doors,2019,clean vehicle,34895.0,gray,  3kpc24a34ke050725,167697954,ohio, usa,2 days left
526,16000,mazda,cx-3,2016,clean vehicle,47753.0,gray,  jm1dkbd74g0123647,167608540,florida, usa,2 days left
527,3810,kia,door,2016,clean vehicle,39408.0,black,  kndjx3ae3g7012477,167692796,california, usa,20 hours left
528,1025,peterbilt,truck,2010,salvage insurance,1017936.0,color:,  1xp7d49x0ad793710,167529842,georgia, usa,17 hours left
529,3020,nissan,doors,2017,clean vehicle,33599.0,white,  3n1ab7ap7hy223787,167668550,new jersey, usa,17 hours left 
531,2000,chevrolet,pickup,2003,clean vehicle,507985.0,red,  1gcgc24u53z128586,167781223,wisconsin, usa,21 hours left 
533,24811,ford,door,2017,clean vehicle,28464.0,red,  1ftew1ep4hfb44546,167765278,michigan, usa,21 hours left
534,75,ford,door,2007,salvage insurance,154989.0,blue,  3fahp06z07r118828,167357820,oklahoma, usa,17 hours left
535,5420,honda,doors,2017,clean vehicle,16702.0,black,  1hgcr2f55ha080596,167702922,virginia, usa,2 days left
536,11100,jeep,mpv,2019,clean vehicle,11449.0,yellow,  1c4hjxegxkw600703,167256957,michigan, usa,2 days left
537,4750,hyundai,mpv,2019,clean vehicle,25847.0,gray,  km8j23a4xku846404,167697955,ohio, usa,2 days left
538,17900,mercedes-benz,door,2015,clean vehicle,49772.0,gray,  wddhf5kbxfb099457,167609333,florida, usa,2 days left
539,3800,nissan,door,2015,clean vehicle,83915.0,black,  1n4al3ap6fc102604,167692884,california, usa,20 hours left
540,3160,nissan,doors,2017,clean vehicle,40306.0,silver,  3n1ab7ap0hy260843,167668551,new jersey, usa,17 hours left
541,25,chevrolet,pickup,2010,salvage insurance,149189.0,white,  3gcrkse37ag234620,167650663,colorado, usa,17 hours left
542,1200,chevrolet,door,2001,clean vehicle,149543.0,red,  2cnbj13c316958216,167781232,wisconsin, usa,21 hours left
543,6470,chevrolet,coupe,2010,clean vehicle,69622.0,yellow,  2g1fk1ejxa9163850,167660492,florida, usa,22 hours left
544,26400,ford,door,2017,clean vehicle,36295.0,red,  1ftew1ef3hfb27101,167765284,michigan, usa,19 hours left 
546,32500,gmc,2500hd,2018,clean vehicle,14856.0,blue,  1gt12seg2jf255666,167604590,pennsylvania, usa,1 days left
547,6900,honda,mpv,2017,clean vehicle,44129.0,brown,  5j6rw1h81hl005542,167702934,minnesota, usa,18 hours left
548,11030,jeep,mpv,2019,clean vehicle,10861.0,yellow,  1c4hjxeg5kw608448,167256958,michigan, usa,2 days left
549,3460,hyundai,door,2012,clean vehicle,142106.0,white,  5npeb4ac2ch437716,167697983,mississippi, usa,2 days left
550,18000,mercedes-benz,door,2015,clean vehicle,82411.0,black,  4jgda5hb2fa567147,167609334,florida, usa,2 days left
551,3250,hyundai,door,2015,clean vehicle,111612.0,gray,  5npdh4ae3fh644096,167692885,california, usa,20 hours left
552,3210,nissan,doors,2017,clean vehicle,35251.0,gray,  3n1ab7apxhy232807,167668552,new jersey, usa,17 hours left
553,13200,chevrolet,door,2017,clean vehicle,50408.0,black,  2gnflfek3h6342356,167772977,pennsylvania, usa,2 days left
554,27705,ford,f-150,2019,clean vehicle,15630.0,gray,  1ftew1e48kfb37676,167763405,michigan, usa,19 hours left
555,7200,chevrolet,door,2017,clean vehicle,53273.0,black,  1g1bc5sm8h7200200,167772979,pennsylvania, usa,2 days left
556,28714,ford,f-150,2019,clean vehicle,14786.0,white,  1ftfw1e58kfb37772,167763406,michigan, usa,19 hours left
557,11200,chevrolet,door,2017,clean vehicle,85315.0,white,  2gnflfek3h6341370,167772982,pennsylvania, usa,2 days left
558,27502,ford,f-150,2019,clean vehicle,16146.0,gray,  1ftew1e45kfb69856,167763407,michigan, usa,1 minutes
559,11900,chevrolet,door,2017,clean vehicle,76211.0,blue,  2gnflfek5h6341662,167772991,pennsylvania, usa,2 days left
560,29314,ford,f-150,2019,clean vehicle,15265.0,gray,  1ftew1ep6kfb85302,167763410,michigan, usa,19 hours left
561,11200,chevrolet,door,2017,clean vehicle,79965.0,silver,  2gnflfek5h6351639,167772996,pennsylvania, usa,2 days left
562,27002,ford,f-150,2019,clean vehicle,16059.0,gray,  1ftew1e55kfb96628,167763414,michigan, usa,1 minutes
